,Unnamed: 0,age,age_num,marital status,workinghours,workinghours_num,education,education_num,workclass,occupation,race,sex,income
683,13814,Older than 70,7,Married,20-39,2,High School or GED Diploma,5,private,Service/Hospitality,White alone,Female,low
684,19705,50-59,5,Married,40-49,3,High School or GED Diploma,5,private,Production/Assembly,Black or African American alone,Female,low
685,590,Younger than 25,1,Never married,20-39,2,"Started College, No Diploma",6,private,Service/Hospitality,Black or African American alone,Male,low
686,2522,30-39,3,Married,More than 50,4,Associate Degree,7,private,Sales,White alone,Male,low
687,15857,40-49,4,Married,40-49,3,"Started College, No Diploma",6,private,Office/Administrative Support,White alone,Female,low
688,16997,50-59,5,Married,More than 50,4,Associate Degree,7,self employed,Entertainment,White alone,Female,low
689,20027,40-49,4,Married,Less than 20,1,"Started College, No Diploma",6,self employed,Sales,White alone,Female,low
690,2309,Younger than 25,1,Married,40-49,3,"Started College, No Diploma",6,private,Management/Business,White alone,Female,low
691,14184,Younger than 25,1,Never married,Less than 20,1,"Started High School, No Diploma",4,private,Sales,White alone,Male,low
692,18457,30-39,3,Never married,40-49,3,High School or GED Diploma,5,private,Sales,White alone,Female,low
693,17120,25-29,2,Never married,40-49,3,Associate Degree,7,private,Management/Business,White alone,Male,low
694,649,30-39,3,Never married,40-49,3,"Started High School, No Diploma",4,private,Service/Hospitality,White alone,Male,low
695,6529,50-59,5,Married,20-39,2,"Started College, No Diploma",6,private,Healthcare/Medical Services,White alone,Female,low
696,9281,30-39,3,Separated,20-39,2,"Started College, No Diploma",6,private,Sales,White alone,Female,low
697,6549,60-69,6,Married,20-39,2,Bachelor Degree,8,governmental,Transport,White alone,Male,low
698,1289,40-49,4,Married,40-49,3,High School or GED Diploma,5,governmental,Office/Administrative Support,White alone,Female,low
699,1411,50-59,5,Married,40-49,3,Associate Degree,7,private,Repair/Maintenance,Black or African American alone,Male,high
700,6828,50-59,5,Never married,Less than 20,1,Bachelor Degree,8,private,Management/Business,White alone,Female,low
701,12641,50-59,5,Married,More than 50,4,"Started College, No Diploma",6,private,Management/Business,White alone,Male,high
702,3639,30-39,3,Married,More than 50,4,Bachelor Degree,8,private,"Science, Engineering, Technology",White alone,Male,high
703,18413,30-39,3,Married,20-39,2,"Started High School, No Diploma",4,governmental,Repair/Maintenance,White alone,Male,low
704,601,30-39,3,Separated,More than 50,4,Associate Degree,7,self employed,Management/Business,White alone,Female,low
705,22083,Younger than 25,1,Never married,20-39,2,Bachelor Degree,8,private,"Science, Engineering, Technology",White alone,Female,low
706,3000,30-39,3,Never married,40-49,3,High School or GED Diploma,5,private,Transport,Black or African American alone,Male,high
707,15497,60-69,6,Married,20-39,2,High School or GED Diploma,5,private,Office/Administrative Support,White alone,Female,low
708,2875,Younger than 25,1,Married,40-49,3,Bachelor Degree,8,private,Protective Services,White alone,Female,low
709,9640,50-59,5,Never married,40-49,3,High School or GED Diploma,5,private,Sales,White alone,Female,low
710,13622,25-29,2,Never married,40-49,3,High School or GED Diploma,5,private,Service/Hospitality,White alone,Male,low
711,21688,60-69,6,Separated,20-39,2,Bachelor Degree,8,governmental,Transport,Black or African American alone,Male,high
712,14092,50-59,5,Married,20-39,2,"Started College, No Diploma",6,private,Transport,White alone,Male,high
713,8860,25-29,2,Never married,40-49,3,"Started High School, No Diploma",4,private,Production/Assembly,Black or African American alone,Male,low
714,17537,30-39,3,Married,40-49,3,Master or other Degree Beyond Bachelor,9,governmental,Education,White alone,Female,low
715,16821,50-59,5,Separated,40-49,3,Bachelor Degree,8,governmental,Office/Administrative Support,Black or African American alone,Female,low
716,2745,Older than 70,7,Married,40-49,3,High School or GED Diploma,5,private,Production/Assembly,White alone,Male,low
717,14863,50-59,5,Married,40-49,3,Bachelor Degree,8,private,Finance/Accounting,White alone,Female,high
718,8189,30-39,3,Married,40-49,3,Bachelor Degree,8,private,Healthcare/Medical Services,White alone,Female,high
719,21941,Younger than 25,1,Never married,Less than 20,1,"Started College, No Diploma",6,private,Education,White alone,Female,low
720,6198,Younger than 25,1,Never married,More than 50,4,High School or GED Diploma,5,private,Production/Assembly,White alone,Male,low
721,17128,60-69,6,Married,40-49,3,Associate Degree,7,private,Sales,White alone,Male,high
722,5494,40-49,4,Married,40-49,3,High School or GED Diploma,5,governmental,Office/Administrative Support,White alone,Female,high
723,13318,30-39,3,Married,40-49,3,Bachelor Degree,8,private,Management/Business,Black or African American alone,Male,low
724,15985,50-59,5,Married,20-39,2,"Started College, No Diploma",6,governmental,Office/Administrative Support,White alone,Female,low
725,21878,30-39,3,Married,40-49,3,Bachelor Degree,8,private,Education,White alone,Male,high
726,5256,40-49,4,Married,40-49,3,"Started High School, No Diploma",4,private,Management/Business,White alone,Female,low
728,20146,25-29,2,Married,More than 50,4,Doctorate Degree,10,self employed,Healthcare/Medical Services,White alone,Female,high
729,20984,Older than 70,7,Widowed,Less than 20,1,Master or other Degree Beyond Bachelor,9,governmental,Education,White alone,Female,high
730,4098,30-39,3,Married,More than 50,4,"Started College, No Diploma",6,private,Management/Business,White alone,Male,high
731,6611,30-39,3,Married,20-39,2,High School or GED Diploma,5,private,Repair/Maintenance,White alone,Male,low
733,14162,50-59,5,Separated,40-49,3,Associate Degree,7,private,Healthcare/Medical Services,Black or African American alone,Female,low
734,21861,30-39,3,Married,40-49,3,Bachelor Degree,8,private,Production/Assembly,White alone,Male,low
735,7533,40-49,4,Married,40-49,3,Associate Degree,7,private,Management/Business,White alone,Female,low
736,21552,50-59,5,Married,40-49,3,"Started College, No Diploma",6,governmental,Office/Administrative Support,White alone,Female,high
737,14028,50-59,5,Married,40-49,3,High School or GED Diploma,5,private,Production/Assembly,White alone,Female,low
738,10822,60-69,6,Married,40-49,3,High School or GED Diploma,5,private,Construction/Extraction,White alone,Male,low
739,9829,30-39,3,Never married,20-39,2,Bachelor Degree,8,private,Healthcare/Medical Services,White alone,Female,low
740,6114,30-39,3,Married,20-39,2,"Started College, No Diploma",6,private,Service/Hospitality,White alone,Female,low
741,21569,30-39,3,Married,More than 50,4,Bachelor Degree,8,governmental,Sales,Black or African American alone,Male,high
744,18614,60-69,6,Married,40-49,3,Associate Degree,7,governmental,Office/Administrative Support,White alone,Female,low
745,4736,50-59,5,Married,40-49,3,"Started College, No Diploma",6,self employed,Construction/Extraction,White alone,Male,low
746,18359,60-69,6,Married,40-49,3,High School or GED Diploma,5,governmental,Transport,White alone,Male,high
747,18625,60-69,6,Never married,40-49,3,"Started College, No Diploma",6,private,Sales,White alone,Female,high
748,6123,30-39,3,Married,40-49,3,Bachelor Degree,8,private,Production/Assembly,White alone,Male,low
749,15876,40-49,4,Married,More than 50,4,Bachelor Degree,8,self employed,Sales,White alone,Male,high
750,13526,40-49,4,Married,40-49,3,"Started College, No Diploma",6,private,Production/Assembly,Black or African American alone,Male,high
751,18694,30-39,3,Separated,20-39,2,High School or GED Diploma,5,private,Service/Hospitality,Black or African American alone,Female,low
752,2582,60-69,6,Married,More than 50,4,High School or GED Diploma,5,private,"Science, Engineering, Technology",White alone,Male,high
753,8644,40-49,4,Married,More than 50,4,Bachelor Degree,8,private,Management/Business,White alone,Female,high
754,4185,25-29,2,Never married,40-49,3,Bachelor Degree,8,private,Legal Services,White alone,Male,low
755,252,Younger than 25,1,Never married,20-39,2,"Started College, No Diploma",6,private,Construction/Extraction,White alone,Male,low
756,8792,60-69,6,Separated,20-39,2,Bachelor Degree,8,private,Sales,White alone,Female,high
757,17615,40-49,4,Married,40-49,3,Associate Degree,7,private,Sales,White alone,Male,high
758,11295,40-49,4,Married,40-49,3,High School or GED Diploma,5,private,Transport,Black or African American alone,Male,high
759,5399,25-29,2,Married,More than 50,4,High School or GED Diploma,5,private,Transport,White alone,Male,low
760,4509,Older than 70,7,Married,40-49,3,Associate Degree,7,private,Office/Administrative Support,Black or African American alone,Male,high
761,20057,50-59,5,Married,Less than 20,1,"Started College, No Diploma",6,self employed,Production/Assembly,White alone,Female,low
762,13419,Older than 70,7,Never married,Less than 20,1,Doctorate Degree,10,private,Entertainment,White alone,Female,high
763,18454,Older than 70,7,Married,40-49,3,High School or GED Diploma,5,private,Transport,Black or African American alone,Male,low
764,19302,50-59,5,Separated,More than 50,4,Bachelor Degree,8,self employed,Office/Administrative Support,Black or African American alone,Female,high
765,3515,Younger than 25,1,Never married,Less than 20,1,High School or GED Diploma,5,private,Production/Assembly,White alone,Male,low
766,14982,40-49,4,Married,40-49,3,Master or other Degree Beyond Bachelor,9,governmental,Education,White alone,Female,high
767,21524,25-29,2,Never married,40-49,3,High School or GED Diploma,5,private,Service/Hospitality,White alone,Male,low
768,20076,Older than 70,7,Married,Less than 20,1,"Started College, No Diploma",6,private,Sales,White alone,Male,low
769,22211,50-59,5,Separated,40-49,3,"Started College, No Diploma",6,private,Sales,White alone,Female,low
770,3842,50-59,5,Married,40-49,3,"Started College, No Diploma",6,private,Production/Assembly,White alone,Male,low
771,6240,50-59,5,Separated,40-49,3,High School or GED Diploma,5,private,Production/Assembly,White alone,Male,low
772,8236,30-39,3,Married,20-39,2,Associate Degree,7,private,Healthcare/Medical Services,White alone,Female,low
773,6683,60-69,6,Never married,40-49,3,"Started College, No Diploma",6,private,Construction/Extraction,Black or African American alone,Male,low
774,16820,Younger than 25,1,Never married,20-39,2,"Started College, No Diploma",6,private,Transport,White alone,Male,low
775,11854,25-29,2,Never married,20-39,2,Master or other Degree Beyond Bachelor,9,private,Education,White alone,Male,low
776,7506,30-39,3,Never married,40-49,3,"Started College, No Diploma",6,private,Production/Assembly,White alone,Male,low
777,9432,50-59,5,Never married,40-49,3,Master or other Degree Beyond Bachelor,9,governmental,Office/Administrative Support,Black or African American alone,Female,low
778,5434,40-49,4,Separated,More than 50,4,High School or GED Diploma,5,self employed,Management/Business,White alone,Male,high
779,9645,50-59,5,Married,40-49,3,"Started College, No Diploma",6,private,Repair/Maintenance,White alone,Male,high
780,8324,50-59,5,Married,20-39,2,Bachelor Degree,8,self employed,Management/Business,White alone,Male,low
781,21682,Younger than 25,1,Never married,More than 50,4,"Started College, No Diploma",6,private,Service/Hospitality,Black or African American alone,Male,low
782,2834,30-39,3,Married,20-39,2,"Started College, No Diploma",6,private,Office/Administrative Support,White alone,Female,low
783,6544,Younger than 25,1,Married,40-49,3,Associate Degree,7,private,Production/Assembly,White alone,Male,low
784,11617,25-29,2,Separated,40-49,3,"Started College, No Diploma",6,private,Production/Assembly,White alone,Male,low
785,5227,Younger than 25,1,Never married,20-39,2,High School or GED Diploma,5,private,Sales,White alone,Male,low
786,19037,40-49,4,Married,More than 50,4,Master or other Degree Beyond Bachelor,9,governmental,Education,White alone,Female,high
787,12487,60-69,6,Married,40-49,3,Master or other Degree Beyond Bachelor,9,private,Healthcare/Medical Services,White alone,Female,high
788,21739,Older than 70,7,Married,20-39,2,Bachelor Degree,8,private,Healthcare/Medical Services,Black or African American alone,Female,low
789,8029,60-69,6,Never married,20-39,2,High School or GED Diploma,5,private,Sales,White alone,Female,low
790,8484,30-39,3,Never married,40-49,3,"Started College, No Diploma",6,private,Transport,Black or African American alone,Male,low
791,12184,40-49,4,Married,40-49,3,Associate Degree,7,private,Service/Hospitality,White alone,Female,low
792,21563,60-69,6,Separated,20-39,2,"Started College, No Diploma",6,private,Office/Administrative Support,White alone,Female,low
793,10539,40-49,4,Separated,40-49,3,Associate Degree,7,governmental,Office/Administrative Support,Black or African American alone,Female,low
794,13545,Older than 70,7,Separated,20-39,2,Bachelor Degree,8,self employed,"Science, Engineering, Technology",Black or African American alone,Male,high
795,11882,60-69,6,Separated,20-39,2,High School or GED Diploma,5,private,Service/Hospitality,Black or African American alone,Female,low
796,17798,Younger than 25,1,Never married,40-49,3,"Started College, No Diploma",6,private,Sales,White alone,Female,low
797,4758,50-59,5,Married,More than 50,4,"Started High School, No Diploma",4,private,Production/Assembly,White alone,Male,low
798,4243,40-49,4,Married,40-49,3,Bachelor Degree,8,private,"Science, Engineering, Technology",White alone,Male,low
799,10193,30-39,3,Married,More than 50,4,"Started College, No Diploma",6,private,Management/Business,White alone,Male,high
800,21172,50-59,5,Married,40-49,3,High School or GED Diploma,5,private,Construction/Extraction,White alone,Male,low
801,17432,Younger than 25,1,Never married,More than 50,4,Bachelor Degree,8,governmental,Education,White alone,Female,low
802,8285,50-59,5,Married,More than 50,4,"Started High School, No Diploma",4,private,Transport,White alone,Male,high
803,5667,30-39,3,Never married,40-49,3,Bachelor Degree,8,private,Office/Administrative Support,White alone,Female,high
804,6770,40-49,4,Married,40-49,3,Bachelor Degree,8,governmental,Construction/Extraction,White alone,Male,low
805,210,25-29,2,Never married,20-39,2,Bachelor Degree,8,private,Management/Business,White alone,Male,low
806,6138,40-49,4,Married,More than 50,4,"Started High School, No Diploma",4,private,Transport,White alone,Male,high
807,15604,Younger than 25,1,Never married,20-39,2,"Started College, No Diploma",6,private,Education,White alone,Female,low
808,8728,50-59,5,Married,40-49,3,High School or GED Diploma,5,governmental,Office/Administrative Support,White alone,Male,high
809,18707,Younger than 25,1,Never married,40-49,3,"Started College, No Diploma",6,private,Healthcare/Medical Services,White alone,Female,low
810,18643,25-29,2,Never married,Less than 20,1,Bachelor Degree,8,private,Healthcare/Medical Services,Black or African American alone,Male,low
812,7637,60-69,6,Married,40-49,3,"Started High School, No Diploma",4,governmental,Transport,Black or African American alone,Male,high
813,15108,30-39,3,Separated,40-49,3,Bachelor Degree,8,private,Healthcare/Medical Services,White alone,Female,low
814,16556,30-39,3,Never married,20-39,2,Bachelor Degree,8,private,Protective Services,White alone,Male,low
815,21609,40-49,4,Separated,40-49,3,Associate Degree,7,governmental,Repair/Maintenance,White alone,Male,low
816,18651,25-29,2,Never married,40-49,3,Master or other Degree Beyond Bachelor,9,governmental,"Science, Engineering, Technology",Black or African American alone,Male,low
817,16436,Younger than 25,1,Never married,20-39,2,"Started College, No Diploma",6,private,Sales,Black or African American alone,Female,low
818,19055,50-59,5,Married,More than 50,4,High School or GED Diploma,5,private,Transport,White alone,Male,high
819,4263,Older than 70,7,Married,Less than 20,1,"Started College, No Diploma",6,private,Service/Hospitality,White alone,Male,high
820,15384,Younger than 25,1,Never married,Less than 20,1,"Started College, No Diploma",6,private,Sales,Black or African American alone,Male,low
821,2047,50-59,5,Married,40-49,3,Associate Degree,7,private,"Science, Engineering, Technology",White alone,Female,high
822,2734,25-29,2,Married,40-49,3,High School or GED Diploma,5,governmental,Protective Services,White alone,Male,low
824,8413,50-59,5,Separated,More than 50,4,Bachelor Degree,8,private,Sales,White alone,Male,high
825,984,60-69,6,Separated,20-39,2,High School or GED Diploma,5,self employed,Management/Business,White alone,Male,low
826,14828,25-29,2,Married,40-49,3,High School or GED Diploma,5,private,Sales,White alone,Female,low
827,4449,30-39,3,Married,40-49,3,Bachelor Degree,8,private,"Science, Engineering, Technology",White alone,Male,high
828,4760,60-69,6,Separated,40-49,3,Associate Degree,7,private,Office/Administrative Support,White alone,Male,high
829,7678,50-59,5,Separated,40-49,3,High School or GED Diploma,5,private,Office/Administrative Support,Black or African American alone,Female,low
830,10149,25-29,2,Never married,Less than 20,1,"Started College, No Diploma",6,private,Sales,White alone,Male,low
831,10915,Younger than 25,1,Never married,20-39,2,"Started College, No Diploma",6,private,Sales,White alone,Male,low
832,14461,Younger than 25,1,Never married,20-39,2,High School or GED Diploma,5,private,Office/Administrative Support,Black or African American alone,Female,low
833,13125,40-49,4,Married,40-49,3,"Started College, No Diploma",6,private,Healthcare/Medical Services,Black or African American alone,Female,low
834,14988,50-59,5,Married,40-49,3,Master or other Degree Beyond Bachelor,9,governmental,Management/Business,White alone,Male,high
835,21617,50-59,5,Separated,40-49,3,Master or other Degree Beyond Bachelor,9,private,Office/Administrative Support,Black or African American alone,Female,high
836,13421,25-29,2,Married,40-49,3,Associate Degree,7,private,Construction/Extraction,White alone,Male,low
837,17068,50-59,5,Separated,20-39,2,High School or GED Diploma,5,private,Production/Assembly,Black or African American alone,Female,low
838,7450,30-39,3,Never married,20-39,2,"Started College, No Diploma",6,private,"Science, Engineering, Technology",Black or African American alone,Female,low
839,1612,40-49,4,Married,More than 50,4,High School or GED Diploma,5,private,Construction/Extraction,White alone,Male,high
840,17091,50-59,5,Married,40-49,3,Bachelor Degree,8,governmental,Office/Administrative Support,White alone,Female,high
841,16643,50-59,5,Separated,20-39,2,Bachelor Degree,8,governmental,Military Services,White alone,Male,high
842,507,50-59,5,Never married,40-49,3,"Started High School, No Diploma",4,private,"Farming, Fishing, Forestry",Black or African American alone,Male,low
843,21840,50-59,5,Married,40-49,3,High School or GED Diploma,5,self employed,Service/Hospitality,White alone,Male,low
844,4818,60-69,6,Separated,40-49,3,High School or GED Diploma,5,private,Repair/Maintenance,White alone,Male,low
845,6571,30-39,3,Married,More than 50,4,Bachelor Degree,8,private,Construction/Extraction,White alone,Male,high
846,21831,40-49,4,Married,40-49,3,Master or other Degree Beyond Bachelor,9,private,Healthcare/Medical Services,White alone,Female,high
847,11417,Younger than 25,1,Never married,40-49,3,High School or GED Diploma,5,private,Office/Administrative Support,White alone,Female,low
848,1814,50-59,5,Married,40-49,3,"Started College, No Diploma",6,governmental,Office/Administrative Support,Black or African American alone,Male,high
849,21345,40-49,4,Married,More than 50,4,"Started College, No Diploma",6,private,Sales,White alone,Female,high
850,20167,50-59,5,Widowed,20-39,2,High School or GED Diploma,5,private,Office/Administrative Support,White alone,Female,low
851,10132,25-29,2,Married,40-49,3,Bachelor Degree,8,private,Sales,White alone,Female,high
852,2759,50-59,5,Married,40-49,3,Doctorate Degree,10,private,Healthcare/Medical Services,White alone,Male,high
853,296,40-49,4,Separated,More than 50,4,High School or GED Diploma,5,private,Repair/Maintenance,White alone,Male,low
854,21110,60-69,6,Married,20-39,2,Associate Degree,7,self employed,Office/Administrative Support,White alone,Female,low
855,16442,50-59,5,Widowed,40-49,3,"Started College, No Diploma",6,private,Office/Administrative Support,White alone,Female,low
856,16380,60-69,6,Married,20-39,2,Master or other Degree Beyond Bachelor,9,private,Healthcare/Medical Services,White alone,Male,high
857,11998,60-69,6,Married,40-49,3,"Started College, No Diploma",6,private,Counseling/Mental Health Services,White alone,Male,low
858,1825,50-59,5,Married,40-49,3,Bachelor Degree,8,private,"Science, Engineering, Technology",White alone,Male,high
859,11298,Older than 70,7,Married,20-39,2,"Started College, No Diploma",6,private,Entertainment,White alone,Female,low
860,16092,30-39,3,Married,20-39,2,High School or GED Diploma,5,private,Service/Hospitality,White alone,Female,low
861,19232,Younger than 25,1,Never married,20-39,2,High School or GED Diploma,5,private,Protective Services,White alone,Female,low
862,8483,30-39,3,Never married,40-49,3,Bachelor Degree,8,private,Management/Business,Black or African American alone,Female,low
863,12404,40-49,4,Never married,More than 50,4,"Started College, No Diploma",6,private,Transport,White alone,Male,low
864,9378,50-59,5,Married,40-49,3,Bachelor Degree,8,governmental,"Science, Engineering, Technology",White alone,Male,high
865,17438,40-49,4,Married,40-49,3,"Started High School, No Diploma",4,private,Construction/Extraction,White alone,Female,low
867,1309,25-29,2,Married,40-49,3,Bachelor Degree,8,private,Management/Business,White alone,Male,high
868,923,50-59,5,Married,40-49,3,Bachelor Degree,8,self employed,Management/Business,White alone,Male,high
869,5423,30-39,3,Never married,40-49,3,Bachelor Degree,8,private,"Science, Engineering, Technology",Black or African American alone,Female,high
870,9062,40-49,4,Married,40-49,3,Bachelor Degree,8,private,Education,White alone,Female,low
871,18994,60-69,6,Married,Less than 20,1,Associate Degree,7,private,Office/Administrative Support,Black or African American alone,Female,low
873,4298,40-49,4,Married,40-49,3,Master or other Degree Beyond Bachelor,9,governmental,Transport,White alone,Male,high
874,19648,30-39,3,Never married,More than 50,4,High School or GED Diploma,5,self employed,Construction/Extraction,White alone,Male,low
876,573,Younger than 25,1,Never married,20-39,2,High School or GED Diploma,5,private,Service/Hospitality,Black or African American alone,Male,low
877,2017,40-49,4,Married,More than 50,4,"Started College, No Diploma",6,private,Management/Business,White alone,Male,high
878,12158,40-49,4,Separated,20-39,2,Master or other Degree Beyond Bachelor,9,private,Sales,White alone,Male,low
879,1992,40-49,4,Married,40-49,3,Bachelor Degree,8,private,Management/Business,White alone,Male,high
880,389,30-39,3,Never married,40-49,3,High School or GED Diploma,5,private,Transport,Black or African American alone,Male,low
881,12392,30-39,3,Married,40-49,3,High School or GED Diploma,5,private,"Science, Engineering, Technology",White alone,Female,low
882,5825,40-49,4,Separated,40-49,3,"Started College, No Diploma",6,private,Sales,Black or African American alone,Female,low
883,15511,30-39,3,Married,More than 50,4,High School or GED Diploma,5,private,Construction/Extraction,White alone,Male,high
884,11496,40-49,4,Married,40-49,3,High School or GED Diploma,5,private,Repair/Maintenance,White alone,Male,high
885,16515,50-59,5,Never married,40-49,3,"Started College, No Diploma",6,private,Repair/Maintenance,Black or African American alone,Male,low
886,5136,40-49,4,Never married,More than 50,4,Bachelor Degree,8,governmental,Management/Business,Black or African American alone,Female,low
887,19961,60-69,6,Separated,40-49,3,High School or GED Diploma,5,self employed,Office/Administrative Support,White alone,Female,low
889,8018,60-69,6,Separated,40-49,3,"Started College, No Diploma",6,private,Office/Administrative Support,White alone,Female,low
890,5585,25-29,2,Never married,40-49,3,Bachelor Degree,8,private,Management/Business,Black or African American alone,Male,high
891,15522,50-59,5,Married,20-39,2,"Started College, No Diploma",6,private,Transport,White alone,Female,low
892,18675,30-39,3,Married,More than 50,4,Bachelor Degree,8,private,"Science, Engineering, Technology",White alone,Female,high
893,17102,30-39,3,Married,40-49,3,Bachelor Degree,8,private,Repair/Maintenance,Black or African American alone,Male,high
894,16021,40-49,4,Married,40-49,3,"Started College, No Diploma",6,private,Service/Hospitality,Black or African American alone,Female,low
895,10076,60-69,6,Married,40-49,3,High School or GED Diploma,5,governmental,Office/Administrative Support,White alone,Female,low
896,10141,50-59,5,Separated,40-49,3,Associate Degree,7,private,Production/Assembly,Black or African American alone,Female,high
897,9760,25-29,2,Married,40-49,3,Bachelor Degree,8,private,Healthcare/Medical Services,White alone,Female,low
898,7051,30-39,3,Never married,20-39,2,High School or GED Diploma,5,private,Service/Hospitality,White alone,Female,low
899,18594,25-29,2,Married,More than 50,4,Associate Degree,7,private,Healthcare/Medical Services,White alone,Female,low
900,3906,30-39,3,Married,More than 50,4,Bachelor Degree,8,self employed,Service/Hospitality,Black or African American alone,Male,low
902,17283,Younger than 25,1,Never married,20-39,2,High School or GED Diploma,5,private,Sales,White alone,Female,low
903,2806,30-39,3,Never married,20-39,2,"Started College, No Diploma",6,private,Education,Black or African American alone,Female,low
904,7049,25-29,2,Married,40-49,3,"Started College, No Diploma",6,private,Management/Business,White alone,Male,low
905,8020,40-49,4,Married,40-49,3,"Started College, No Diploma",6,private,Repair/Maintenance,Black or African American alone,Female,high
906,9837,30-39,3,Married,40-49,3,Associate Degree,7,private,Production/Assembly,White alone,Female,low
907,20249,50-59,5,Married,More than 50,4,High School or GED Diploma,5,private,Education,Black or African American alone,Female,high
908,5007,25-29,2,Never married,20-39,2,Bachelor Degree,8,private,Office/Administrative Support,White alone,Male,high
909,5807,30-39,3,Separated,40-49,3,"Started College, No Diploma",6,private,Protective Services,White alone,Male,low
910,10866,40-49,4,Married,40-49,3,"Started College, No Diploma",6,private,Management/Business,Black or African American alone,Male,high
911,5768,60-69,6,Married,20-39,2,High School or GED Diploma,5,private,Sales,White alone,Female,low
912,11019,40-49,4,Married,40-49,3,Bachelor Degree,8,private,Healthcare/Medical Services,White alone,Female,high
913,1379,60-69,6,Married,40-49,3,"Started High School, No Diploma",4,private,Service/Hospitality,Black or African American alone,Female,low
914,12460,25-29,2,Never married,40-49,3,High School or GED Diploma,5,private,Service/Hospitality,Black or African American alone,Female,low
915,14038,60-69,6,Widowed,40-49,3,High School or GED Diploma,5,private,Office/Administrative Support,White alone,Female,low
916,11726,Younger than 25,1,Never married,Less than 20,1,"Started High School, No Diploma",4,private,Transport,White alone,Male,low
917,18303,50-59,5,Married,40-49,3,Master or other Degree Beyond Bachelor,9,governmental,Education,White alone,Female,high
918,15507,30-39,3,Married,40-49,3,High School or GED Diploma,5,private,Service/Hospitality,Black or African American alone,Female,low
919,250,Younger than 25,1,Never married,Less than 20,1,"Started College, No Diploma",6,private,Entertainment,White alone,Female,low
920,20797,40-49,4,Married,40-49,3,Associate Degree,7,self employed,Repair/Maintenance,White alone,Male,low
921,4966,60-69,6,Separated,20-39,2,"Started College, No Diploma",6,governmental,Management/Business,Black or African American alone,Male,low
922,18187,40-49,4,Never married,More than 50,4,High School or GED Diploma,5,private,Transport,White alone,Male,low
923,663,Younger than 25,1,Never married,40-49,3,"Started College, No Diploma",6,private,Service/Hospitality,Black or African American alone,Male,low
924,1829,50-59,5,Married,40-49,3,"Started College, No Diploma",6,private,Production/Assembly,White alone,Male,high
925,6969,40-49,4,Married,40-49,3,Associate Degree,7,private,Healthcare/Medical Services,White alone,Female,high
926,16782,60-69,6,Married,40-49,3,Bachelor Degree,8,private,Management/Business,White alone,Male,high
927,12369,60-69,6,Married,40-49,3,Bachelor Degree,8,private,"Science, Engineering, Technology",White alone,Male,high
928,20900,30-39,3,Never married,20-39,2,"Started High School, No Diploma",4,self employed,Service/Hospitality,White alone,Male,low
929,19676,50-59,5,Married,40-49,3,Bachelor Degree,8,private,Entertainment,White alone,Female,high
930,15847,50-59,5,Married,More than 50,4,"Started College, No Diploma",6,private,Transport,Black or African American alone,Male,high
931,18704,50-59,5,Separated,More than 50,4,"Started High School, No Diploma",4,private,Transport,White alone,Male,low
932,11173,60-69,6,Married,20-39,2,"Started College, No Diploma",6,private,Construction/Extraction,White alone,Male,low
933,4755,50-59,5,Married,More than 50,4,High School or GED Diploma,5,private,Production/Assembly,Black or African American alone,Male,high
934,12830,50-59,5,Married,20-39,2,"Started College, No Diploma",6,private,Service/Hospitality,White alone,Male,low
935,9669,50-59,5,Married,20-39,2,"Started College, No Diploma",6,private,Management/Business,Black or African American alone,Female,high
936,9570,40-49,4,Married,40-49,3,Associate Degree,7,private,"Science, Engineering, Technology",White alone,Male,low
937,18976,30-39,3,Married,20-39,2,Master or other Degree Beyond Bachelor,9,private,Healthcare/Medical Services,White alone,Female,high
938,12584,25-29,2,Married,20-39,2,Bachelor Degree,8,private,Management/Business,White alone,Female,low
939,8959,30-39,3,Married,40-49,3,Doctorate Degree,10,governmental,Counseling/Mental Health Services,Black or African American alone,Female,high
940,20468,Older than 70,7,Widowed,40-49,3,High School or GED Diploma,5,private,Office/Administrative Support,White alone,Female,high
941,21262,Younger than 25,1,Married,20-39,2,Associate Degree,7,governmental,Sales,Black or African American alone,Female,low
942,21201,30-39,3,Married,40-49,3,Master or other Degree Beyond Bachelor,9,private,Management/Business,Black or African American alone,Female,low
943,12286,50-59,5,Married,40-49,3,"Started College, No Diploma",6,private,Transport,White alone,Female,high
944,2588,40-49,4,Married,More than 50,4,Associate Degree,7,private,Healthcare/Medical Services,White alone,Female,high
945,14782,60-69,6,Married,Less than 20,1,Bachelor Degree,8,private,Education,White alone,Female,low
946,13468,30-39,3,Married,40-49,3,Master or other Degree Beyond Bachelor,9,governmental,Counseling/Mental Health Services,White alone,Female,low
947,9559,30-39,3,Married,40-49,3,Bachelor Degree,8,private,Finance/Accounting,White alone,Male,high
948,21341,30-39,3,Married,40-49,3,High School or GED Diploma,5,governmental,Healthcare/Medical Services,White alone,Female,low
949,15920,30-39,3,Never married,40-49,3,"Started College, No Diploma",6,private,Production/Assembly,Black or African American alone,Male,high
950,20504,50-59,5,Married,More than 50,4,Master or other Degree Beyond Bachelor,9,self employed,Management/Business,White alone,Male,high
951,3635,60-69,6,Married,40-49,3,High School or GED Diploma,5,private,Repair/Maintenance,White alone,Male,high
952,2952,30-39,3,Married,More than 50,4,High School or GED Diploma,5,private,Service/Hospitality,White alone,Male,low
